1.00000	5.75000	1.82000	0.34300	-0.17200	-0.60508	-0.26992	-0.54758	0.01961
2.00000	5.75000	1.93300	0.36800	-0.23200	-1.03602	-0.07687	-0.23155	0.01558
3.00000	5.75000	1.96400	0.37500	-0.27800	-1.03459	-0.74440	-0.82806	0.01280
4.00000	5.75000	1.98600	0.37900	-0.32300	-0.95399	-0.88621	-0.91828	0.01055
5.00000	5.75000	1.99900	0.38100	-0.37100	-0.91179	-0.72124	-0.72309	0.01111
6.00000	5.75000	2.21800	0.34500	-0.17600	-0.40794	-0.63449	-0.93243	0.00937
7.00000	5.75000	2.31800	0.36300	-0.23200	-0.91897	-0.56702	-0.70178	0.00906
8.00000	5.75000	2.34800	0.36800	-0.27900	-1.45485	-0.77699	-0.84150	0.00723
9.00000	5.75000	2.36000	0.37100	-0.32500	-1.65010	-0.31811	-0.28109	0.00776
10.00000	5.75000	2.37500	0.37300	-0.37200	-1.18843	-0.58035	-0.54952	0.00576
11.00000	5.75000	2.01200	0.37800	-0.19200	-0.41576	-0.04920	-0.60137	0.01392
12.00000	5.75000	2.05400	0.39200	-0.23300	-0.49749	-0.04319	-0.34222	0.01240
13.00000	5.75000	2.07400	0.39800	-0.27900	-0.88718	-0.20528	-0.45062	0.01208
14.00000	5.75000	2.08400	0.40000	-0.32400	-0.86059	-0.45112	-0.55737	0.01091
15.00000	5.75000	2.09100	0.40100	-0.37100	-0.79893	-0.92674	-0.96541	0.00976
16.00000	5.75000	2.16100	0.33600	-0.17100	-0.40243	-0.68105	-0.90996	0.01047
17.00000	5.75000	2.19000	0.34200	-0.23100	-1.09048	-2.04816	-2.13393	0.00642
18.00000	5.75000	2.19400	0.34300	-0.27800	-2.07840	-1.92151	-1.94948	0.00348
19.00000	5.75000	2.19100	0.34200	-0.32400	-2.39976	-1.11567	-0.90589	0.00599
20.00000	5.75000	2.19300	0.34200	-0.37100	-2.25118	-0.66484	-0.20285	0.00506
21.00000	7.38300	3.17000	0.36300	-0.21085	-0.36371	-0.01545	-0.08320	0.00643
22.00000	7.38300	3.17000	0.36300	-0.29665	-0.23115	-0.18141	-0.18415	0.00477
23.00000	7.38300	3.18000	0.36500	-0.38488	-0.88782	-0.30127	-0.23770	0.00407
24.00000	7.38300	3.18000	0.36500	-0.47088	-1.10278	-0.79120	-0.70932	0.00300
25.00000	7.38300	3.18000	0.36400	-0.58578	-1.71734	-0.23119	0.51339	0.00312
26.00000	8.52100	3.65000	0.36700	-0.20459	-0.80751	-0.41666	-0.86516	0.00234
27.00000	8.52100	3.65000	0.36700	-0.26579	-1.26047	-0.17354	-0.20708	0.00175
28.00000	8.52100	3.67000	0.36900	-0.33034	-1.28047	-0.28313	-0.26171	0.00185
29.00000	8.52100	3.68000	0.37000	-0.39252	-1.33112	-0.34584	-0.23107	0.00145
30.00000	8.52100	3.68000	0.37000	-0.48052	-1.57704	-0.60373	-0.31373	0.00136
31.00000	10.59100	4.53000	0.36900	-0.20942	-0.92090	-0.48988	-1.19358	0.00132
32.00000	10.59100	4.55000	0.37000	-0.27194	-1.61518	-0.19659	-0.24671	0.00105
33.00000	10.59100	4.57000	0.37200	-0.33557	-1.35508	-0.32441	-0.30131	0.00081
34.00000	10.59100	4.58000	0.37300	-0.39879	-0.79596	-0.31041	-0.24707	0.00101
35.00000	10.59100	4.57000	0.37100	-0.48338	-1.03469	-0.41507	-0.21863	0.00079
36.00000	4.48700	2.71000	0.48300	-0.34812	-0.78689	-0.08765	-2.05646	0.00683
