1.00000	5.75000	1.82000	0.34300	-0.17200	-0.59101	-0.37394	-0.53778	0.01958
2.00000	5.75000	1.93300	0.36800	-0.23200	-1.17857	-0.60202	-0.63290	0.01510
3.00000	5.75000	1.96400	0.37500	-0.27800	-1.47816	-0.60372	-0.51933	0.01463
4.00000	5.75000	1.98600	0.37900	-0.32300	-1.09194	-0.27839	-0.19536	0.01315
5.00000	5.75000	1.99900	0.38100	-0.37100	-1.57613	0.39551	-1.20596	0.01176
6.00000	5.75000	2.21800	0.34500	-0.17600	-0.68309	-0.42210	-0.62148	0.01049
7.00000	5.75000	2.31800	0.36300	-0.23200	-0.98653	-0.45978	-0.50307	0.00967
8.00000	5.75000	2.34800	0.36800	-0.27900	-0.87041	0.64815	-4.68262	0.00406
9.00000	5.75000	2.36000	0.37100	-0.32500	-1.63720	-0.51071	-0.38628	0.00829
10.00000	5.75000	2.37500	0.37300	-0.37200	-0.57137	-0.15100	-0.09568	0.00732
11.00000	5.75000	2.01200	0.37800	-0.19200	-0.40094	-0.50975	-0.65029	0.01304
12.00000	5.75000	2.05400	0.39200	-0.23300	-0.04942	-0.04544	-0.07583	0.01150
13.00000	5.75000	2.07400	0.39800	-0.27900	-0.82088	-0.58308	-0.60007	0.01177
14.00000	5.75000	2.08400	0.40000	-0.32400	-0.64086	-0.38057	-0.28657	0.01135
15.00000	5.75000	2.09100	0.40100	-0.37100	-0.18006	-0.08298	-0.04640	0.01131
16.00000	5.75000	2.16100	0.33600	-0.17100	-0.73002	-0.27418	-1.02073	0.01134
17.00000	5.75000	2.19000	0.34200	-0.23100	-1.85112	-0.85670	-0.81060	0.01075
18.00000	5.75000	2.19400	0.34300	-0.27800	-2.29204	-0.88892	-0.70357	0.00851
19.00000	5.75000	2.19100	0.34200	-0.32400	-3.10392	-1.42614	-0.90710	0.00768
20.00000	5.75000	2.19300	0.34200	-0.37100	-1.61767	-0.84001	-0.32421	0.00703
21.00000	7.38300	3.17000	0.36300	-0.21085	-0.12432	-0.06477	-0.06687	0.00630
22.00000	7.38300	3.17000	0.36300	-0.29665	-0.07577	-0.01261	-0.00569	0.00496
23.00000	7.38300	3.18000	0.36500	-0.38488	-0.79020	-0.23324	-0.15800	0.00428
24.00000	7.38300	3.18000	0.36500	-0.47088	-0.44687	1.17187	-4.58991	0.00184
25.00000	7.38300	3.18000	0.36400	-0.58578	-2.68682	-3.15599	2.54777	0.00343
26.00000	8.52100	3.65000	0.36700	-0.20459	-0.63120	-0.01553	-2.13708	0.00210
27.00000	8.52100	3.65000	0.36700	-0.26579	-1.54931	-0.24585	-0.64119	0.00171
28.00000	8.52100	3.67000	0.36900	-0.33034	-1.57490	-0.14019	-0.75266	0.00177
29.00000	8.52100	3.68000	0.37000	-0.39252	-1.81287	-0.78057	-0.15250	0.00150
30.00000	8.52100	3.68000	0.37000	-0.48052	-1.27713	-0.63108	-0.36592	0.00163
31.00000	10.59100	4.53000	0.36900	-0.20942	-0.69491	-0.59055	-1.07847	0.00124
32.00000	10.59100	4.55000	0.37000	-0.27194	-2.14803	-0.68299	-0.13453	0.00110
33.00000	10.59100	4.57000	0.37200	-0.33557	-1.58173	-0.09957	-0.78244	0.00077
34.00000	10.59100	4.58000	0.37300	-0.39879	-0.30045	-0.11063	-0.08726	0.00117
35.00000	10.59100	4.57000	0.37100	-0.48338	-0.59107	-0.30550	-0.18531	0.00093
36.00000	4.48700	2.71000	0.48300	-0.34812	-0.41692	-0.48887	-1.64049	0.00611
37.00000	4.48700	2.71000	0.48300	-0.39062	-0.30677	0.01869	-4.03023	0.00396
38.00000	4.48700	2.71000	0.48400	-0.43499	-0.98900	-0.51302	-0.58695	0.00608
39.00000	4.48700	2.71000	0.48500	-0.47967	-2.59125	-0.77379	-1.69663	0.00577
40.00000	4.48700	2.72000	0.48500	-0.53988	-6.42262	-2.27464	3.41850	0.00856
41.00000	8.85100	4.50000	0.49700	-0.40977	-0.25147	-0.34232	-1.60750	0.00111
42.00000	8.85100	4.53000	0.50100	-0.47956	-0.83559	-0.55968	-1.71535	0.00094
43.00000	8.85100	4.56000	0.50400	-0.54751	-1.88116	-1.01024	-0.78200	0.00096
44.00000	8.85100	4.57000	0.50600	-0.61382	-3.07868	-1.23328	0.28141	0.00108
45.00000	8.85100	4.59000	0.50800	-0.70728	-4.04834	-0.46042	0.95251	0.00104
46.00000	8.84700	5.33000	0.48200	-0.38537	-0.08071	-0.08501	-0.28292	0.00040
